"Uniprot","Genes","Pathways"
"Q8IWF6","DENND6A","Cluster 2"
"Q8IWJ2","GCC2","Cluster 4"
"Q8IWL3","HSCB","Cluster 5"
"Q8IWP9","CCDC28A","Cluster 5"
"Q8IWR0","ZC3H7A","Cluster 2"
"Q8IWS0","PHF6","Cluster 3"
"Q8IWT0","ZBTB8OS","Cluster 1"
"Q8IWT3","CUL9","Cluster 2"
"Q8IWT6","LRRC8A","Cluster 4"
"Q8IWU2","LMTK2","Cluster 4"
"Q8IWU5","SULF2","Cluster 3"
"Q8IWU6","SULF1","Cluster 3"
"Q8IWV7","UBR1","Cluster 2"
"Q8IWV8","UBR2","Cluster 2"
"Q8IWW6","ARHGAP12","Cluster 3"
"Q8IWY8","ZSCAN29","Cluster 5"
"Q8IWY9","CDAN1","Cluster 2"
"Q8IWZ6","BBS7","Cluster 3"
"Q8IWZ8","SUGP1","Cluster 5"
"Q8IX01","SUGP2","Cluster 3"
"Q8IX04","UEVLD","Cluster 2"
"Q8IX07","ZFPM1","Cluster 3"
"Q8IX12","CCAR1","Cluster 5"
"Q8IX15","HOMEZ","Cluster 5"
"Q8IX18","DHX40","Cluster 3"
"Q8IX90","SKA3","Cluster 1"
"Q8IXB1","DNAJC10","Cluster 4"
"Q8IXH7","NELFCD","Cluster 4"
"Q8IXI1","RHOT2","Cluster 4"
"Q8IXJ6","SIRT2","Cluster 1"
"Q8IXJ9","ASXL1","Cluster 3"
"Q8IXK2","GALNT12","Cluster 3"
"Q8IXL6","FAM20C","Cluster 3"
"Q8IXM3","MRPL41","Cluster 5"
"Q8IXM6","NRM","Cluster 4"
"Q8IXQ3","C9orf40","Cluster 1"
"Q8IXQ4","GPALPP1","Cluster 5"
"Q8IXQ5","KLHL7","Cluster 4"
"Q8IXS8","FAM126B","Cluster 3"
"Q8IXT5","RBM12B","Cluster 4"
"Q8IXU6","SLC35F2","Cluster 3"
"Q8IXW5","RPAP2","Cluster 1"
"Q8IXZ2","ZC3H3","Cluster 3"
"Q8IY18","SMC5","Cluster 4"
"Q8IY21","DDX60","Cluster 3"
"Q8IY22","CMIP","Cluster 2"
"Q8IY26","PLPP6","Cluster 3"
"Q8IY33","MICALL2","Cluster 3"
"Q8IY37","DHX37","Cluster 4"
"Q8IY45","AMN1","Cluster 3"
"Q8IY47","KBTBD2","Cluster 2"
"Q8IY57","YAF2","Cluster 5"
"Q8IY63","AMOTL1","Cluster 3"
"Q8IY67","RAVER1","Cluster 5"
"Q8IY81","FTSJ3","Cluster 4"
"Q8IY92","SLX4","Cluster 5"
"Q8IY95","TMEM192","Cluster 4"
"Q8IYA6","CKAP2L","Cluster 3"
"Q8IYB1","MB21D2","Cluster 3"
"Q8IYB5","SMAP1","Cluster 1"
"Q8IYB7","DIS3L2","Cluster 2"
"Q8IYB8","SUPV3L1","Cluster 4"
"Q8IYD1","GSPT2","Cluster 3"
"Q8IYH5","ZZZ3","Cluster 5"
"Q8IYI6","EXOC8","Cluster 2"
"Q8IYJ3","SYTL1","Cluster 3"
"Q8IYK4","COLGALT2","Cluster 3"
"Q8IYL3","C1orf174","Cluster 5"
"Q8IYM9","TRIM22","Cluster 3"
"Q8IYN2","TCEAL8","Cluster 3"
"Q8IYQ7","THNSL1","Cluster 3"
"Q8IYR2","SMYD4","Cluster 2"
"Q8IYS0","GRAMD1C","Cluster 3"
"Q8IYS1","PM20D2","Cluster 3"
"Q8IYT2","CMTR2","Cluster 2"
"Q8IYU8","MICU2","Cluster 4"
"Q8IYW5","RNF168","Cluster 3"
"Q8IZ07","ANKRD13A","Cluster 2"
"Q8IZ13","ZBED8","Cluster 1"
"Q8IZ40","RCOR2","Cluster 3"
"Q8IZ41","RASEF","Cluster 3"
"Q8IZ52","CHPF","Cluster 3"
"Q8IZ69","TRMT2A","Cluster 2"
"Q8IZ73","RPUSD2","Cluster 3"
"Q8IZ81","ELMOD2","Cluster 4"
"Q8IZ83","ALDH16A1","Cluster 2"
"Q8IZA0","KIAA0319L","Cluster 4"
"Q8IZD4","DCP1B","Cluster 3"
"Q8IZH2","XRN1","Cluster 2"
"Q8IZJ1","UNC5B","Cluster 3"
"Q8IZL2","MAML2","Cluster 3"
"Q8IZM8","ZNF654","Cluster 5"
"Q8IZP9","ADGRG2","Cluster 3"
"Q8IZQ1","WDFY3","Cluster 3"
"Q8IZQ5","SELENOH","Cluster 3"
"Q8IZR5","CMTM4","Cluster 4"
"Q8IZT6","ASPM","Cluster 3"
"Q8IZV5","RDH10","Cluster 3"
"Q8IZW8","TNS4","Cluster 3"
"Q8N0S6","CENPL","Cluster 4"
"Q8N0U4","FAM185A","Cluster 5"
"Q8N0U8","VKORC1L1","Cluster 4"
"Q8N0V3","RBFA","Cluster 5"
"Q8N0X4","CLYBL","Cluster 3"
"Q8N0X7","SPART","Cluster 3"
"Q8N0Y2","ZNF444","Cluster 5"
"Q8N0Z3","SPICE1","Cluster 3"
"Q8N0Z6","TTC5","Cluster 2"
"Q8N0Z8","PUSL1","Cluster 4"
"Q8N0Z9","VSIG10","Cluster 4"
"Q8N111","CEND1","Cluster 3"
"Q8N118","CYP4X1","Cluster 3"
"Q8N122","RPTOR","Cluster 2"
"Q8N129","CNPY4","Cluster 5"
"Q8N138","ORMDL3","Cluster 2"
"Q8N163","CCAR2","Cluster 4"
"Q8N183","NDUFAF2","Cluster 5"
"Q8N196","SIX5","Cluster 3"
"Q8N1A6","C4orf33","Cluster 3"
"Q8N1B4","VPS52","Cluster 2"
"Q8N1F7","NUP93","Cluster 4"
"Q8N1F8","STK11IP","Cluster 4"
"Q8N1G0","ZNF687","Cluster 5"
"Q8N1G1","REXO1","Cluster 4"
"Q8N1G2","CMTR1","Cluster 2"
"Q8N1G4","LRRC47","Cluster 1"
"Q8N1I0","DOCK4","Cluster 3"
"Q8N1Q1","CA13","Cluster 3"
"Q8N1S5","SLC39A11","Cluster 4"
"Q8N201","INTS1","Cluster 4"
"Q8N264","ARHGAP24","Cluster 3"
"Q8N271","PROM2","Cluster 3"
"Q8N283","ANKRD35","Cluster 3"
"Q8N2F6","ARMC10","Cluster 4"
"Q8N2G6","ZCCHC24","Cluster 3"
"Q8N2G8","GHDC","Cluster 3"
"Q8N2H3","PYROXD2","Cluster 3"
"Q8N2H4","SYS1","Cluster 4"
"Q8N2H9","PELI3","Cluster 1"
"Q8N2K0","ABHD12","Cluster 4"
"Q8N2K1","UBE2J2","Cluster 4"
"Q8N2M8","CLASRP","Cluster 5"
"Q8N2S1","LTBP4","Cluster 3"
"Q8N2W9","PIAS4","Cluster 4"
"Q8N2Z9","CENPS","Cluster 5"
"Q8N2Z9","CENPS","Cluster 5"
"Q8N300","SVBP","Cluster 1"
"Q8N302","AGGF1","Cluster 5"
"Q8N307","MUC20","Cluster 3"
"Q8N335","GPD1L","Cluster 2"
"Q8N344","MIER2","Cluster 3"
"Q8N350","CBARP","Cluster 3"
"Q8N357","SLC35F6","Cluster 4"
"Q8N392","ARHGAP18","Cluster 3"
"Q8N3C0","ASCC3","Cluster 2"
"Q8N3C7","CLIP4","Cluster 3"
"Q8N3D4","EHBP1L1","Cluster 3"
"Q8N3E9","PLCD3","Cluster 3"
"Q8N3F0","MTURN","Cluster 3"
"Q8N3F8","MICALL1","Cluster 3"
"Q8N3J3","C17orf53","Cluster 1"
"Q8N3J5","PPM1K","Cluster 5"
"Q8N3J6","CADM2","Cluster 3"
"Q8N3P4","VPS8","Cluster 2"
"Q8N3R9","MPP5","Cluster 5"
"Q8N3V7","SYNPO","Cluster 3"
"Q8N3X6","LCORL","Cluster 5"
"Q8N3Y1","FBXW8","Cluster 3"
"Q8N3Z3","GTPBP8","Cluster 4"
"Q8N3Z6","ZCCHC7","Cluster 5"
"Q8N428","GALNT16","Cluster 3"
"Q8N441","FGFRL1","Cluster 3"
"Q8N442","GUF1","Cluster 4"
"Q8N448","LNX2","Cluster 3"
"Q8N465","D2HGDH","Cluster 4"
"Q8N474","SFRP1","Cluster 3"
"Q8N488","RYBP","Cluster 5"
"Q8N4C8","MINK1","Cluster 2"
"Q8N4H5","TOMM5","Cluster 4"
"Q8N4J0","CARNMT1","Cluster 2"
"Q8N4L2","PIP4P2","Cluster 3"
"Q8N4N3","KLHL36","Cluster 2"
"Q8N4P3","HDDC3","Cluster 1"
"Q8N4Q0","ZADH2","Cluster 4"
"Q8N4S0","CCDC82","Cluster 3"
"Q8N4S9","MARVELD2","Cluster 3"
"Q8N4T8","CBR4","Cluster 5"
"Q8N4U5","TCP11L2","Cluster 3"
"Q8N4V1","MMGT1","Cluster 4"
"Q8N4W9","ZNF808","Cluster 3"
"Q8N4Y2","CRACR2B","Cluster 3"
"Q8N511","TMEM199","Cluster 4"
"Q8N531","FBXL6","Cluster 4"
"Q8N543","OGFOD1","Cluster 2"
"Q8N554","ZNF276","Cluster 4"
"Q8N567","ZCCHC9","Cluster 5"
"Q8N573","OXR1","Cluster 1"
"Q8N584","TTC39C","Cluster 3"
"Q8N5B7","CERS5","Cluster 4"
"Q8N5C6","SRBD1","Cluster 4"
"Q8N5C7","DTWD1","Cluster 2"
"Q8N5C8","TAB3","Cluster 1"
"Q8N5D0","WDTC1","Cluster 4"
"Q8N5F7","NKAP","Cluster 5"
"Q8N5G0","SMIM20","Cluster 3"
"Q8N5G2","MACO1","Cluster 4"
"Q8N5H3","FAM89B","Cluster 5"
"Q8N5I2","ARRDC1","Cluster 3"
"Q8N5I4","DHRSX","Cluster 4"
"Q8N5I9","C12orf45","Cluster 1"
"Q8N5K1","CISD2","Cluster 4"
"Q8N5L8","RPP25L","Cluster 3"
"Q8N5M1","ATPAF2","Cluster 4"
"Q8N5M4","TTC9C","Cluster 1"
"Q8N5M9","JAGN1","Cluster 4"
"Q8N5N7","MRPL50","Cluster 5"
"Q8N5P1","ZC3H8","Cluster 5"
"Q8N5S9","CAMKK1","Cluster 3"
"Q8N5V2","NGEF","Cluster 3"
"Q8N5W9","RFLNB","Cluster 3"
"Q8N5X7","EIF4E3","Cluster 3"
"Q8N5Y2","MSL3","Cluster 4"
"Q8N5Z0","AADAT","Cluster 3"
"Q8N612","FAM160A2","Cluster 2"
"Q8N653","LZTR1","Cluster 2"
"Q8N668","COMMD1","Cluster 2"
"Q8N680","ZBTB2","Cluster 5"
"Q8N697","SLC15A4","Cluster 3"
"Q8N6G5","CSGALNACT2","Cluster 4"
"Q8N6H7","ARFGAP2","Cluster 1"
"Q8N6I1","EID2","Cluster 1"
"Q8N6M0","OTUD6B","Cluster 1"
"Q8N6M3","FITM2","Cluster 4"
"Q8N6N3","C1orf52","Cluster 1"
"Q8N6N7","ACBD7","Cluster 3"
"Q8N6S5","ARL6IP6","Cluster 4"
"Q8N6T3","ARFGAP1","Cluster 3"
"Q8N6T7","SIRT6","Cluster 3"
"Q8N726","CDKN2A","Cluster 3"
"Q8N766","EMC1","Cluster 4"
"Q8N7H5","PAF1","Cluster 5"
"Q8N7J2","AMER2","Cluster 4"
"Q8N7R7","CCNYL1","Cluster 4"
"Q8N7U6","EFHB","Cluster 3"
"Q8N7X1","RBMXL3","Cluster 5"
"Q8N7Z5","ANKRD31","Cluster 3"
"Q8N806","UBR7","Cluster 1"
"Q8N823","ZNF611","Cluster 3"
"Q8N884","CGAS","Cluster 3"
"Q8N8A6","DDX51","Cluster 4"
"Q8N8D1","PDCD7","Cluster 5"
"Q8N8E3","CEP112","Cluster 3"
"Q8N8I0","SAMD12","Cluster 3"
"Q8N8J7","FAM241A","Cluster 3"
"Q8N8N7","PTGR2","Cluster 1"
"Q8N8Q8","COX18","Cluster 4"
"Q8N8Q9","NIPA2","Cluster 4"
"Q8N8R3","SLC25A29","Cluster 3"
"Q8N8R5","C2orf69","Cluster 3"
"Q8N8R7","ARL14EP","Cluster 5"
"Q8N8S7","ENAH","Cluster 3"
"Q8N8U2","CDYL2","Cluster 3"
"Q8N8V4","ANKS4B","Cluster 5"
"Q8N8Z6","DCBLD1","Cluster 3"
"Q8N954","GPATCH11","Cluster 1"
"Q8N960","CEP120","Cluster 3"
"Q8N961","ABTB2","Cluster 3"
"Q8N983","MRPL43","Cluster 5"
"Q8N999","C12orf29","Cluster 1"
"Q8N9B5","JMY","Cluster 3"
"Q8N9E0","FAM133A","Cluster 3"
"Q8N9F7","GDPD1","Cluster 4"
"Q8N9L9","ACOT4","Cluster 3"
"Q8N9M1","C19orf47","Cluster 4"
"Q8N9M5","TMEM102","Cluster 3"
"Q8N9N5","BANP","Cluster 5"
"Q8N9N7","LRRC57","Cluster 1"
"Q8N9N8","EIF1AD","Cluster 1"
"Q8N9T8","KRI1","Cluster 5"
"Q8N9U0","TC2N","Cluster 3"
"Q8N9V3","WDSUB1","Cluster 3"
"Q8N9Z2","CCDC71L","Cluster 3"
"Q8NA72","POC5","Cluster 3"
"Q8NAF0","ZNF579","Cluster 3"
"Q8NAN2","MIGA1","Cluster 4"
"Q8NAP3","ZBTB38","Cluster 3"
"Q8NAT1","POMGNT2","Cluster 3"
"Q8NAV1","PRPF38A","Cluster 4"
"Q8NAX2","KDF1","Cluster 3"
"Q8NB14","USP38","Cluster 2"
"Q8NB15","ZNF511","Cluster 1"
"Q8NB16","MLKL","Cluster 3"
"Q8NB37","GATD1","Cluster 1"
"Q8NB46","ANKRD52","Cluster 2"
"Q8NB50","ZFP62","Cluster 3"
"Q8NB78","KDM1B","Cluster 4"
"Q8NB90","SPATA5","Cluster 2"
"Q8NB91","FANCB","Cluster 3"
"Q8NBA8","DTWD2","Cluster 3"
"Q8NBF2","NHLRC2","Cluster 2"
"Q8NBF6","AVL9","Cluster 2"
"Q8NBI5","SLC43A3","Cluster 3"
"Q8NBI6","XXYLT1","Cluster 4"
"Q8NBJ4","GOLM1","Cluster 5"
"Q8NBJ5","COLGALT1","Cluster 4"
"Q8NBK3","SUMF1","Cluster 3"
"Q8NBL1","POGLUT1","Cluster 4"
"Q8NBM4","UBAC2","Cluster 4"
"Q8NBM8","PCYOX1L","Cluster 4"
"Q8NBN3","TMEM87A","Cluster 4"
"Q8NBN7","RDH13","Cluster 4"
"Q8NBP0","TTC13","Cluster 4"
"Q8NBP5","MFSD9","Cluster 4"
"Q8NBP7","PCSK9","Cluster 3"
"Q8NBQ5","HSD17B11","Cluster 3"
"Q8NBR6","MINDY2","Cluster 3"
"Q8NBT0","POC1A","Cluster 2"
"Q8NBU5","ATAD1","Cluster 3"
"Q8NBW4","SLC38A9","Cluster 4"
"Q8NBX0","SCCPDH","Cluster 3"
"Q8NBZ0","INO80E","Cluster 5"
"Q8NC26","ZNF114","Cluster 3"
"Q8NC42","RNF149","Cluster 3"
"Q8NC44","RETREG2","Cluster 4"
"Q8NC56","LEMD2","Cluster 4"
"Q8NC60","NOA1","Cluster 4"
"Q8NC67","NETO2","Cluster 3"
"Q8NC74","RBBP8NL","Cluster 3"
"Q8NC96","NECAP1","Cluster 1"
"Q8NCA5","FAM98A","Cluster 2"
"Q8NCC3","PLA2G15","Cluster 4"
"Q8NCD3","HJURP","Cluster 5"
"Q8NCE0","TSEN2","Cluster 2"
"Q8NCE2","MTMR14","Cluster 2"
"Q8NCF5","NFATC2IP","Cluster 1"
"Q8NCG7","DAGLB","Cluster 4"
"Q8NCH0","CHST14","Cluster 3"
"Q8NCJ5","SPRYD3","Cluster 3"
"Q8NCL4","GALNT6","Cluster 3"
"Q8NCM8","DYNC2H1","Cluster 3"
"Q8NCN2","ZBTB34","Cluster 5"
"Q8NCN4","RNF169","Cluster 5"
"Q8NCN5","PDPR","Cluster 4"
"Q8NCR0","B3GALNT2","Cluster 4"
"Q8NCR9","CLRN3","Cluster 3"
"Q8NCW5","NAXE","Cluster 1"
"Q8NCW6","GALNT11","Cluster 3"
"Q8NCX0","CCDC150","Cluster 3"
"Q8NCY6","MSANTD4","Cluster 3"
"Q8ND24","RNF214","Cluster 1"
"Q8ND25","ZNRF1","Cluster 3"
"Q8ND30","PPFIBP2","Cluster 3"
"Q8ND61","C3orf20","Cluster 3"
"Q8ND76","CCNY","Cluster 4"
"Q8ND82","ZNF280C","Cluster 4"
"Q8ND83","SLAIN1","Cluster 3"
"Q8ND90","PNMA1","Cluster 3"
"Q8NDA8","MROH1","Cluster 3"
"Q8NDD1","C1orf131","Cluster 5"
"Q8NDH2","CCDC168","Cluster 4"
"Q8NDH3","NPEPL1","Cluster 3"
"Q8NDI1","EHBP1","Cluster 1"
"Q8NDT2","RBM15B","Cluster 4"
"Q8NDX1","PSD4","Cluster 3"
"Q8NDX6","ZNF740","Cluster 5"
"Q8NDZ2","SIMC1","Cluster 3"
"Q8NDZ6","TMEM161B","Cluster 4"
"Q8NE00","TMEM104","Cluster 4"
"Q8NE01","CNNM3","Cluster 4"
"Q8NE18","NSUN7","Cluster 3"
"Q8NE22","SETD9","Cluster 3"
"Q8NE35","CPEB3","Cluster 3"
"Q8NE62","CHDH","Cluster 3"
"Q8NE71","ABCF1","Cluster 2"
"Q8NE86","MCU","Cluster 4"
"Q8NEB9","PIK3C3","Cluster 2"
"Q8NEC7","GSTCD","Cluster 2"
"Q8NEF9","SRFBP1","Cluster 4"
"Q8NEG4","FAM83F","Cluster 3"
"Q8NEJ9","NGDN","Cluster 4"
"Q8NEL9","DDHD1","Cluster 3"
"Q8NEM0","MCPH1","Cluster 3"
"Q8NEM2","SHCBP1","Cluster 4"
"Q8NEM7","SUPT20H","Cluster 5"
"Q8NEN9","PDZD8","Cluster 4"
"Q8NEU8","APPL2","Cluster 4"
"Q8NEV8","EXPH5","Cluster 3"
"Q8NEW0","SLC30A7","Cluster 4"
"Q8NEY1","NAV1","Cluster 3"
"Q8NEY4","ATP6V1C2","Cluster 3"
"Q8NEZ2","VPS37A","Cluster 1"
"Q8NEZ3","WDR19","Cluster 2"
"Q8NEZ5","FBXO22","Cluster 2"
"Q8NF37","LPCAT1","Cluster 4"
"Q8NF50","DOCK8","Cluster 3"
"Q8NF64","ZMIZ2","Cluster 3"
"Q8NFA0","USP32","Cluster 2"
"Q8NFC6","BOD1L1","Cluster 5"
"Q8NFD2","ANKK1","Cluster 3"
"Q8NFF5","FLAD1","Cluster 3"
"Q8NFG4","FLCN","Cluster 3"
"Q8NFH3","NUP43","Cluster 5"
"Q8NFH4","NUP37","Cluster 5"
"Q8NFH5","NUP35","Cluster 5"
"Q8NFH8","REPS2","Cluster 3"
"Q8NFI3","ENGASE","Cluster 2"
"Q8NFJ5","GPRC5A","Cluster 3"
"Q8NFP7","NUDT10","Cluster 3"
"Q8NFP9","NBEA","Cluster 3"
"Q8NFQ8","TOR1AIP2","Cluster 4"
"Q8NFT2","STEAP2","Cluster 3"
"Q8NFT8","DNER","Cluster 3"
"Q8NFV4","ABHD11","Cluster 5"
"Q8NFW1","COL22A1","Cluster 3"
"Q8NFW8","CMAS","Cluster 4"
"Q8NFX7","STXBP6","Cluster 3"
"Q8NFZ5","TNIP2","Cluster 3"
"Q8NFZ8","CADM4","Cluster 3"
"Q8NG08","HELB","Cluster 3"
"Q8NG11","TSPAN14","Cluster 3"
"Q8NG27","PJA1","Cluster 1"
"Q8NG31","KNL1","Cluster 5"
"Q8NG68","TTL","Cluster 2"
"Q8NHG7","SVIP","Cluster 3"
"Q8NHG8","ZNRF2","Cluster 1"
"Q8NHH9","ATL2","Cluster 4"
"Q8NHM5","KDM2B","Cluster 4"
"Q8NHP6","MOSPD2","Cluster 4"
"Q8NHP8","PLBD2","Cluster 4"
"Q8NHQ8","RASSF8","Cluster 3"
"Q8NHQ9","DDX55","Cluster 4"
"Q8NHS3","MFSD8","Cluster 4"
"Q8NHU3","SGMS2","Cluster 3"
"Q8NHU6","TDRD7","Cluster 2"
"Q8NHV4","NEDD1","Cluster 1"
"Q8NHX9","TPCN2","Cluster 3"
"Q8NHY2","COP1","Cluster 4"
"Q8NHZ8","CDC26","Cluster 5"
"Q8NI08","NCOA7","Cluster 1"
"Q8NI22","MCFD2","Cluster 5"
"Q8NI27","THOC2","Cluster 4"
"Q8NI35","PATJ","Cluster 3"
"Q8NI36","WDR36","Cluster 4"
"Q8NI37","PPTC7","Cluster 5"
"Q8NI60","COQ8A","Cluster 4"
"Q8NI77","KIF18A","Cluster 5"
"Q8TA86","RP9","Cluster 5"
"Q8TAA3","PSMA8","Cluster 2"
"Q8TAA5","GRPEL2","Cluster 5"
"Q8TAA9","VANGL1","Cluster 3"
"Q8TAB3","PCDH19","Cluster 3"
"Q8TAD4","SLC30A5","Cluster 4"
"Q8TAD8","SNIP1","Cluster 5"
"Q8TAE6","PPP1R14C","Cluster 3"
"Q8TAE8","GADD45GIP1","Cluster 5"
"Q8TAF3","WDR48","Cluster 4"
"Q8TAG9","EXOC6","Cluster 2"
"Q8TAK5","GABPB2","Cluster 3"
"Q8TAM2","TTC8","Cluster 2"
"Q8TAP6","CEP76","Cluster 2"
"Q8TAP8","PPP1R35","Cluster 1"
"Q8TAP9","MPLKIP","Cluster 1"
"Q8TAQ2","SMARCC2","Cluster 5"
"Q8TB03","CXorf38","Cluster 2"
"Q8TB05","UBALD1","Cluster 1"
"Q8TB24","RIN3","Cluster 3"
"Q8TB36","GDAP1","Cluster 3"
"Q8TB37","NUBPL","Cluster 5"
"Q8TB40","ABHD4","Cluster 3"
"Q8TB45","DEPTOR","Cluster 3"
"Q8TB52","FBXO30","Cluster 3"
"Q8TB61","SLC35B2","Cluster 4"
"Q8TB72","PUM2","Cluster 3"
"Q8TB96","ITFG1","Cluster 5"
"Q8TBA6","GOLGA5","Cluster 4"
"Q8TBB5","KLHDC4","Cluster 2"
"Q8TBC3","SHKBP1","Cluster 4"
"Q8TBC4","UBA3","Cluster 2"
"Q8TBE0","BAHD1","Cluster 3"
"Q8TBE7","SLC35G2","Cluster 3"
"Q8TBE9","NANP","Cluster 1"
"Q8TBF4","ZCRB1","Cluster 5"
"Q8TBK6","ZCCHC10","Cluster 5"
"Q8TBM8","DNAJB14","Cluster 4"
"Q8TBN0","RAB3IL1","Cluster 3"
"Q8TBP5","FAM174A","Cluster 5"
"Q8TBP6","SLC25A40","Cluster 4"
"Q8TBQ9","TMEM167A","Cluster 4"
"Q8TBX8","PIP4K2C","Cluster 3"
"Q8TBZ6","TRMT10A","Cluster 2"
"Q8TC05","MDM1","Cluster 3"
"Q8TC12","RDH11","Cluster 4"
"Q8TC44","POC1B","Cluster 3"
"Q8TC59","PIWIL2","Cluster 3"
"Q8TC92","ENOX1","Cluster 3"
"Q8TCA0","LRRC20","Cluster 1"
"Q8TCB0","IFI44","Cluster 3"
"Q8TCD1","C18orf32","Cluster 3"
"Q8TCD5","NT5C","Cluster 1"
"Q8TCF1","ZFAND1","Cluster 1"
"Q8TCG1","CIP2A","Cluster 2"
"Q8TCG2","PI4K2B","Cluster 4"
"Q8TCG5","CPT1C","Cluster 3"
"Q8TCJ2","STT3B","Cluster 4"
"Q8TCN5","ZNF507","Cluster 5"
"Q8TCS8","PNPT1","Cluster 4"
"Q8TCT0","CERK","Cluster 4"
"Q8TCT7","SPPL2B","Cluster 4"
"Q8TCT8","SPPL2A","Cluster 4"
"Q8TCT9","HM13","Cluster 4"
"Q8TCU4","ALMS1","Cluster 3"
"Q8TCU6","PREX1","Cluster 3"
"Q8TCX1","DYNC2LI1","Cluster 2"
"Q8TCY9","URGCP","Cluster 2"
"Q8TCZ2","CD99L2","Cluster 3"
"Q8TD06","AGR3","Cluster 3"
"Q8TD10","MIPOL1","Cluster 3"
"Q8TD19","NEK9","Cluster 2"
"Q8TD22","SFXN5","Cluster 3"
"Q8TD26","CHD6","Cluster 5"
"Q8TD30","GPT2","Cluster 5"
"Q8TD43","TRPM4","Cluster 3"
"Q8TD55","PLEKHO2","Cluster 3"
"Q8TD57","DNAH3","Cluster 3"
"Q8TDB4","MGARP","Cluster 3"
"Q8TDB6","DTX3L","Cluster 3"
"Q8TDD2","SP7","Cluster 4"
"Q8TDH9","BLOC1S5","Cluster 1"
"Q8TDI0","CHD5","Cluster 3"
"Q8TDI8","TMC1","Cluster 3"
"Q8TDM6","DLG5","Cluster 3"
"Q8TDN4","CABLES1","Cluster 3"
"Q8TDN6","BRIX1","Cluster 4"
"Q8TDP1","RNASEH2C","Cluster 1"
"Q8TDQ7","GNPDA2","Cluster 3"
"Q8TDR0","TRAF3IP1","Cluster 3"
"Q8TDR2","STK35","Cluster 4"
"Q8TDW0","LRRC8C","Cluster 3"
"Q8TDW7","FAT3","Cluster 3"
"Q8TDX7","NEK7","Cluster 2"
"Q8TDY2","RB1CC1","Cluster 2"
"Q8TDY4","ASAP3","Cluster 3"
"Q8TE04","PANK1","Cluster 3"
"Q8TE68","EPS8L1","Cluster 3"
"Q8TE73","DNAH5","Cluster 3"
"Q8TE77","SSH3","Cluster 3"
"Q8TE82","SH3TC1","Cluster 3"
"Q8TEA1","NSUN6","Cluster 1"
"Q8TEA7","TBCK","Cluster 2"
"Q8TEA8","DTD1","Cluster 3"
"Q8TEB1","DCAF11","Cluster 2"
"Q8TEB7","RNF128","Cluster 3"
"Q8TEB9","RHBDD1","Cluster 3"
"Q8TED0","UTP15","Cluster 4"
"Q8TED1","GPX8","Cluster 3"
"Q8TED9","AFAP1L1","Cluster 3"
"Q8TEH3","DENND1A","Cluster 3"
"Q8TEK3","DOT1L","Cluster 5"
"Q8TEL6","TRPC4AP","Cluster 3"
"Q8TEM1","NUP210","Cluster 3"
"Q8TEQ0","SNX29","Cluster 3"
"Q8TEQ6","GEMIN5","Cluster 2"
"Q8TEQ8","PIGO","Cluster 4"
"Q8TER5","ARHGEF40","Cluster 3"
"Q8TEV9","SMCR8","Cluster 3"
"Q8TEW0","PARD3","Cluster 3"
"Q8TEW8","PARD3B","Cluster 3"
"Q8TEY7","USP33","Cluster 4"
"Q8TF01","PNISR","Cluster 5"
"Q8TF05","PPP4R1","Cluster 2"
"Q8TF40","FNIP1","Cluster 3"
"Q8TF42","UBASH3B","Cluster 3"
"Q8TF46","DIS3L","Cluster 2"
"Q8TF50","ZNF526","Cluster 3"
"Q8TF68","ZNF384","Cluster 5"
"Q8TF72","SHROOM3","Cluster 3"
"Q8TF74","WIPF2","Cluster 3"
"Q8TF76","HASPIN","Cluster 4"
"Q8WTS1","ABHD5","Cluster 3"
"Q8WTS6","SETD7","Cluster 3"
"Q8WTT2","NOC3L","Cluster 4"
"Q8WTV0","SCARB1","Cluster 4"
"Q8WTW3","COG1","Cluster 2"
"Q8WTW4","NPRL2","Cluster 3"
"Q8WU10","PYROXD1","Cluster 2"
"Q8WU17","RNF139","Cluster 4"
"Q8WU20","FRS2","Cluster 5"
"Q8WU39","MZB1","Cluster 3"
"Q8WU58","FAM222B","Cluster 1"
"Q8WU67","ABHD3","Cluster 4"
"Q8WU76","SCFD2","Cluster 4"
"Q8WU79","SMAP2","Cluster 1"
"Q8WU90","ZC3H15","Cluster 1"
"Q8WUA2","PPIL4","Cluster 5"
"Q8WUA4","GTF3C2","Cluster 4"
"Q8WUA7","TBC1D22A","Cluster 2"
"Q8WUA8","TSKU","Cluster 3"
"Q8WUB8","PHF10","Cluster 5"
"Q8WUD1","RAB2B","Cluster 4"
"Q8WUD4","CCDC12","Cluster 5"
"Q8WUD6","CHPT1","Cluster 5"
"Q8WUF5","PPP1R13L","Cluster 1"
"Q8WUF8","FAM172A","Cluster 5"
"Q8WUH2","TGFBRAP1","Cluster 2"
"Q8WUH6","TMEM263","Cluster 1"
"Q8WUJ0","STYX","Cluster 3"
"Q8WUJ3","CEMIP","Cluster 3"
"Q8WUK0","PTPMT1","Cluster 4"
"Q8WUM0","NUP133","Cluster 4"
"Q8WUM9","SLC20A1","Cluster 4"
"Q8WUN7","UBTD2","Cluster 3"
"Q8WUP2","FBLIM1","Cluster 3"
"Q8WUR7","C15orf40","Cluster 1"
"Q8WUU5","GATAD1","Cluster 4"
